map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.158103	NA	NA
Hedges' <i>g</i>	0.153304	0.002395	3.132607
uncorrp	0.999134	NA	NA
uncorrp_neg	0.000866	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>&tau;</i><sup>2</sup>	0.000066	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>H</i><sup>2</sup>	1.001619	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>I</i><sup>2</sup>	0.161654	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>Q</i><sup>2</sup>	80.575531	NA	-2.219672
corrp_voxel	0.999000	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.999000	NA	NA
corrp_tfce_neg	0.732000	NA	NA
Rubia2006_children_I00031	0.191909	0.036443	NA
Rubia2006_children_I00032	0.240787	0.036862	NA
Rubia2006_children_I00033	0.200215	0.036508	NA
Rubia2006_children_I00034	0.258499	0.037037	NA
Rubia2006_children_I00035	0.210534	0.036592	NA
Rubia2006_children_I00036	0.221935	0.036689	NA
Rubia2006_children_I00037	0.245271	0.036905	NA
Rubia2006_children_I00038	-0.134888	0.036074	NA
Rubia2006_children_I00039	0.177296	0.036337	NA
Rubia2006_children_I00040	0.255643	0.037008	NA
Rubia2006_children_I00041	-0.166261	0.036261	NA
Rubia2006_children_I00042	-0.148803	0.036153	NA
Rubia2006_children_I00043	0.208598	0.036576	NA
Rubia2006_children_I00044	-0.149223	0.036155	NA
Rubia2006_children_I00045	-0.167040	0.036267	NA
Rubia2006_children_I00046	0.212429	0.036608	NA
Rubia2006_children_I00047	-0.188031	0.036414	NA
Rubia2006_children_I00048	0.192809	0.036450	NA
Rubia2006_children_I00049	0.238311	0.036839	NA
Sheridan2014_children_I00000	-0.132444	0.030593	NA
Sheridan2014_children_I00001	0.163505	0.030745	NA
Sheridan2014_children_I00002	0.154846	0.030699	NA
Sheridan2014_children_I00003	0.158928	0.030720	NA
Sheridan2014_children_I00004	-0.143734	0.030644	NA
Sheridan2014_children_I00005	0.163880	0.030747	NA
Sheridan2014_children_I00006	0.159059	0.030721	NA
Sheridan2014_children_I00007	0.141882	0.030636	NA
Sheridan2014_children_I00008	0.174609	0.030807	NA
Sheridan2014_children_I00009	0.153205	0.030691	NA
Sheridan2014_children_I00010	-0.115344	0.030523	NA
Sheridan2014_children_I00011	0.150167	0.030676	NA
Sheridan2014_children_I00012	-0.108943	0.030499	NA
Sheridan2014_children_I00013	0.159325	0.030722	NA
Sheridan2014_children_I00014	-0.120163	0.030542	NA
Sheridan2014_children_I00015	-0.110464	0.030505	NA
Sheridan2014_children_I00016	0.158612	0.030719	NA
Sheridan2014_children_I00017	0.148385	0.030667	NA
Sheridan2014_children_I00018	-0.131694	0.030590	NA
Sheridan2014_children_I00019	-0.123627	0.030556	NA
Sheridan2014_children_I00020	0.150894	0.030679	NA
Sheridan2014_children_I00021	-0.097932	0.030462	NA
Sheridan2014_children_I00022	-0.123851	0.030556	NA
Sheridan2014_children_I00023	0.134433	0.030602	NA
Sheridan2014_children_I00024	0.165224	0.030754	NA
Sheridan2014_children_I00025	-0.107191	0.030493	NA
Sheridan2014_children_I00026	0.169380	0.030777	NA
Sheridan2014_children_I00027	0.148385	0.030667	NA
Sheridan2014_children_I00028	0.163082	0.030743	NA
Sheridan2014_children_I00029	-0.117420	0.030531	NA
Sheridan2014_children_I00030	0.165520	0.030756	NA
Sheridan2014_children_I00031	0.160865	0.030731	NA
Sheridan2014_children_I00032	0.148630	0.030668	NA
Sheridan2014_children_I00033	-0.107043	0.030492	NA
Sheridan2014_children_I00034	-0.103757	0.030481	NA
Sheridan2014_children_I00035	-0.105330	0.030486	NA
Sheridan2014_children_I00036	0.141034	0.030632	NA
Sheridan2014_children_I00037	0.156059	0.030705	NA
Sheridan2014_children_I00038	0.170896	0.030786	NA
Sheridan2014_children_I00039	-0.103372	0.030480	NA
Sheridan2014_children_I00040	0.147390	0.030662	NA
Sheridan2014_children_I00041	-0.121524	0.030547	NA
Sheridan2014_children_I00042	0.149929	0.030674	NA
Sheridan2014_children_I00043	-0.134927	0.030604	NA
Sheridan2014_children_I00044	-0.133072	0.030596	NA
Sheridan2014_children_I00045	-0.126042	0.030566	NA
Sheridan2014_children_I00046	0.159013	0.030721	NA
Sheridan2014_children_I00047	0.158675	0.030719	NA
Sheridan2014_children_I00048	-0.108786	0.030499	NA
Sheridan2014_children_I00049	-0.114420	0.030519	NA
Tamm2002_children_I00000	-0.169635	0.072706	NA
Tamm2002_children_I00001	-0.185327	0.072953	NA
Tamm2002_children_I00002	-0.183077	0.072916	NA
Tamm2002_children_I00003	0.238412	0.073951	NA
Tamm2002_children_I00004	0.231984	0.073817	NA
Tamm2002_children_I00005	-0.182205	0.072902	NA
Tamm2002_children_I00006	-0.208088	0.073350	NA
Tamm2002_children_I00007	0.216835	0.073515	NA
Tamm2002_children_I00008	-0.210014	0.073386	NA
Tamm2002_children_I00009	-0.192977	0.073081	NA
Tamm2002_children_I00010	-0.190970	0.073047	NA
Tamm2002_children_I00011	-0.200926	0.073220	NA
Tamm2002_children_I00012	0.240106	0.073987	NA
Tamm2002_children_I00013	0.238097	0.073944	NA
Tamm2002_children_I00014	-0.191412	0.073054	NA
Tamm2002_children_I00015	0.234938	0.073878	NA
Tamm2002_children_I00016	-0.204631	0.073287	NA
Tamm2002_children_I00017	-0.214939	0.073479	NA
Tamm2002_children_I00018	0.233477	0.073848	NA
Tamm2002_children_I00019	-0.199811	0.073200	NA
Tamm2002_children_I00020	0.217511	0.073528	NA
Tamm2002_children_I00021	0.245559	0.074104	NA
Tamm2002_children_I00022	-0.205851	0.073309	NA
Tamm2002_children_I00023	0.209718	0.073380	NA
Tamm2002_children_I00024	-0.220635	0.073589	NA
Tamm2002_children_I00025	-0.207831	0.073345	NA
Tamm2002_children_I00026	0.230791	0.073792	NA
Tamm2002_children_I00027	0.231876	0.073815	NA
Tamm2002_children_I00028	0.238687	0.073957	NA
Tamm2002_children_I00029	-0.180955	0.072882	NA
Tamm2002_children_I00030	-0.191261	0.073052	NA
Tamm2002_children_I00031	0.225399	0.073683	NA
Tamm2002_children_I00032	0.232581	0.073829	NA
Tamm2002_children_I00033	0.228203	0.073740	NA
Tamm2002_children_I00034	-0.180175	0.072869	NA
Tamm2002_children_I00035	-0.184979	0.072947	NA
Tamm2002_children_I00036	0.226905	0.073713	NA
Tamm2002_children_I00037	0.238724	0.073958	NA
Tamm2002_children_I00038	0.219571	0.073568	NA
Tamm2002_children_I00039	0.239245	0.073969	NA
Tamm2002_children_I00040	-0.185540	0.072956	NA
Tamm2002_children_I00041	0.217743	0.073533	NA
Tamm2002_children_I00042	-0.203897	0.073274	NA
Tamm2002_children_I00043	-0.176052	0.072804	NA
Tamm2002_children_I00044	-0.179783	0.072863	NA
